"Fecha Pedido";Referencia;Cantidad;Descripcion;Fiabilidad;"N reclamacion";VIN;Comentario;Fentrega;Cuenta
21/11/2023;9817643380;1;JUNTA;;;;;"No disponible (penuria)";
25/08/2023;9812447280;1;"PANT TÉRMICA";;312057041;;;"No disponible";
